crime_id,crime_type,date_time,latitude,longitude,location,day_of_week,time_of_day,season,weather,past_crime_rate,police_stations_nearby,prediction_label,hour,dbscan_cluster
4399,Homicide,2023-10-18 06:12:00,28.567954829287626,77.24416745650217,Train Station,Wednesday,Morning,Winter,Rainy,0.8588461552706661,2,1,6,-1
4400,Vandalism,2022-04-12 15:31:00,28.550777765501987,77.01128484828672,Park,Tuesday,Afternoon,Summer,Snowy,0.571578155832036,4,0,15,-1
4401,Burglary,2022-04-06 08:26:00,28.54931351171958,77.34346370838715,Train Station,Wednesday,Morning,Spring,Snowy,0.6645063068919663,3,0,8,-1
4402,Drug Offense,2022-09-02 03:28:00,28.70742467546629,77.14700169429747,Mall,Friday,Night,Fall,Clear,0.7210138042152119,1,0,3,16
4403,Assault,2022-12-17 19:20:00,28.59833897699736,77.27994655076797,Downtown,Saturday,Evening,Spring,Cloudy,0.5961160022635319,2,0,19,-1
4404,Theft,2024-02-24 07:36:00,28.64325588661166,77.15045953658272,Mall,Saturday,Morning,Spring,Rainy,0.7249797881843048,4,0,7,-1
4405,Fraud,2022-02-13 09:01:00,28.89580213335373,77.08356715743466,Suburb B,Sunday,Morning,Fall,Snowy,0.5785814114958749,3,0,9,-1
4406,Robbery,2022-01-10 14:18:00,28.773725699570136,77.20358686929944,Suburb A,Monday,Afternoon,Spring,Clear,0.7795032694929451,4,1,14,29
4407,Assault,2022-09-26 12:02:00,28.8795922668188,77.11613668239525,University Area,Monday,Afternoon,Winter,Cloudy,0.831856626260097,2,1,12,-1
4408,Fraud,2024-12-28 16:02:00,28.55702262201325,77.26740048845959,Commercial Hub,Saturday,Afternoon,Spring,Foggy,0.5312171420140054,3,0,16,-1
4409,Drug Offense,2023-11-22 20:01:00,28.652855789933028,77.09941426514324,Industrial Zone,Wednesday,Evening,Spring,Snowy,0.935566060541084,3,1,20,-1
4410,Fraud,2022-05-23 15:06:00,28.72189272131294,77.25420298832232,Industrial Zone,Monday,Afternoon,Spring,Cloudy,0.5925704425210178,3,0,15,-1
4411,Drug Offense,2024-04-30 23:19:00,28.53070322475549,77.07868925743443,Park,Tuesday,Evening,Summer,Foggy,0.612681212660162,3,0,23,-1
4412,Burglary,2023-07-17 10:48:00,28.501674977451184,77.3354873547429,Suburb B,Monday,Morning,Summer,Foggy,0.8306749200415315,4,1,10,-1
4413,Vandalism,2023-12-10 12:05:00,28.768173733518765,77.3769688422207,Downtown,Sunday,Afternoon,Winter,Clear,0.734375530217207,3,0,12,-1
4414,Theft,2023-10-04 15:39:00,28.756727806720573,77.05519711712496,Commercial Hub,Wednesday,Afternoon,Fall,Rainy,0.7496977995855328,4,0,15,-1
4415,Robbery,2022-04-07 12:19:00,28.664315523999843,77.23390120601867,Park,Thursday,Afternoon,Summer,Snowy,0.5640774922815663,3,0,12,12
4416,Theft,2024-07-19 15:54:00,28.695857630412814,77.03543585032743,Suburb B,Friday,Afternoon,Summer,Cloudy,0.902867910938204,3,1,15,-1
4417,Robbery,2022-09-06 11:39:00,28.666177200236834,77.299091222771,Suburb A,Tuesday,Morning,Winter,Foggy,0.808527123052105,2,1,11,-1
4418,Assault,2022-07-30 00:14:00,28.509602017937954,77.13220214896482,Downtown,Saturday,Night,Winter,Rainy,0.567691021654728,4,0,0,-1
4419,Homicide,2022-04-08 00:08:00,28.634148642486984,77.26381222841935,Industrial Zone,Friday,Night,Fall,Foggy,0.686999683512798,4,0,0,-1
4420,Theft,2022-08-04 10:55:00,28.57083290215892,77.25873050469214,Suburb A,Thursday,Morning,Spring,Snowy,0.905204966367515,5,1,10,-1
4421,Burglary,2024-06-11 07:10:00,28.539369675640547,77.4621771730969,Park,Tuesday,Morning,Spring,Snowy,0.7841775229933103,2,1,7,-1
4422,Theft,2022-06-30 06:46:00,28.88268817355574,77.27454161128436,Mall,Thursday,Morning,Fall,Clear,0.5543243895664652,4,0,6,18
4423,Assault,2024-01-26 17:00:00,28.739743890016864,77.29149923985916,Downtown,Friday,Afternoon,Fall,Snowy,0.6863885228946434,2,0,17,-1
4424,Theft,2022-04-18 08:56:00,28.79146251369464,77.20082656288218,Suburb A,Monday,Morning,Fall,Snowy,0.6213471992278673,2,0,8,-1
4425,Vandalism,2022-03-30 03:03:00,28.62614549730645,77.4745398015914,University Area,Wednesday,Night,Winter,Snowy,0.7587327768268632,2,1,3,-1
4426,Drug Offense,2023-09-16 02:16:00,28.657258851797607,77.38859295471981,Train Station,Saturday,Night,Spring,Rainy,0.9216805644359948,1,1,2,-1
4427,Fraud,2023-11-06 22:39:00,28.594769597558688,77.14270264515142,Suburb A,Monday,Evening,Fall,Cloudy,0.7181335674022099,4,0,22,-1
4428,Fraud,2024-02-17 08:44:00,28.53878626838617,77.42210479288812,Park,Saturday,Morning,Fall,Cloudy,0.7166710151841615,2,0,8,-1
4429,Drug Offense,2022-12-15 04:37:00,28.57161265497664,77.21619818009255,Mall,Thursday,Night,Spring,Snowy,0.9526754511635184,1,1,4,-1
4430,Fraud,2024-08-01 03:08:00,28.81900561811859,77.4143335717668,Park,Thursday,Night,Spring,Cloudy,0.7880927062536363,1,1,3,-1
4431,Vandalism,2023-10-16 04:48:00,28.77101832207351,77.41144403414675,Mall,Monday,Night,Winter,Snowy,0.7830955436987035,3,1,4,-1
4432,Burglary,2024-04-26 20:28:00,28.71877155039419,77.09443509338142,University Area,Friday,Evening,Summer,Cloudy,0.6309549459376946,3,0,20,13
4433,Assault,2022-09-08 16:33:00,28.690035949146708,77.35057056569178,Train Station,Thursday,Afternoon,Summer,Cloudy,0.8038613739185632,4,1,16,-1
4434,Vandalism,2023-05-08 18:30:00,28.86897371346245,77.14532148465327,University Area,Monday,Evening,Winter,Foggy,0.7879552337086981,3,1,18,-1
4435,Assault,2024-09-30 08:20:00,28.52909397911147,77.14874633499633,Train Station,Monday,Morning,Winter,Rainy,0.698425735170932,4,0,8,-1
4436,Burglary,2024-09-15 07:05:00,28.612240325295165,77.14817403844029,Suburb B,Sunday,Morning,Spring,Foggy,0.9953477829495904,1,1,7,-1
4437,Vandalism,2023-06-25 09:45:00,28.639975141428284,77.36278412377997,Industrial Zone,Sunday,Morning,Winter,Foggy,0.9409454824740432,1,1,9,-1
4438,Theft,2022-06-19 11:35:00,28.812970324885114,77.11491302089627,Mall,Sunday,Morning,Winter,Cloudy,0.8747931450384078,4,1,11,-1
4439,Homicide,2023-05-12 21:41:00,28.897005848064783,77.00045291762305,Suburb B,Friday,Evening,Fall,Clear,0.7686727942065003,3,1,21,-1
4440,Burglary,2023-02-26 22:04:00,28.59626820590286,77.35761842674131,Suburb A,Sunday,Evening,Winter,Clear,0.7310299009473151,3,0,22,-1
4441,Fraud,2022-06-03 15:03:00,28.84972293365483,77.08559237191756,Train Station,Friday,Afternoon,Winter,Rainy,0.5924486976115997,4,0,15,-1
4442,Vandalism,2023-03-12 00:42:00,28.83224910417272,77.05224119765391,University Area,Sunday,Night,Fall,Snowy,0.6528687370073119,5,0,0,-1
4443,Burglary,2023-03-19 14:52:00,28.589862959056703,77.11875806029703,Suburb B,Sunday,Afternoon,Spring,Cloudy,0.886980399911605,3,1,14,-1
4444,Burglary,2024-02-28 06:31:00,28.65973303207969,77.18995026116136,University Area,Wednesday,Morning,Spring,Rainy,0.7268744769687757,2,0,6,-1
4445,Vandalism,2022-08-03 10:13:00,28.66386914771701,77.2379531637366,Train Station,Wednesday,Morning,Winter,Foggy,0.9411347582847508,3,1,10,-1
4446,Fraud,2024-12-16 16:54:00,28.891288267410623,77.02228502035632,University Area,Monday,Afternoon,Winter,Cloudy,0.5739555681727644,5,0,16,-1
4447,Drug Offense,2023-10-04 09:45:00,28.57235676055156,77.48528666631368,Downtown,Wednesday,Morning,Summer,Foggy,0.7541735480068182,1,1,9,-1
4448,Fraud,2024-07-18 20:09:00,28.81966318844191,77.35803152670978,Downtown,Thursday,Evening,Fall,Rainy,0.8234828420106544,1,1,20,-1
4449,Burglary,2024-10-30 03:58:00,28.633677085669245,77.16159703266217,Mall,Wednesday,Night,Summer,Clear,0.758424228153963,1,1,3,-1
4450,Assault,2022-09-24 07:58:00,28.792348138310462,77.1593486286427,University Area,Saturday,Morning,Winter,Rainy,0.9446134457924936,3,1,7,-1
4451,Drug Offense,2024-01-15 12:28:00,28.668004401718264,77.22427127468423,Suburb A,Monday,Afternoon,Summer,Cloudy,0.99478164091457,1,1,12,12
4452,Robbery,2024-11-17 06:49:00,28.73134390524661,77.31312241138151,Downtown,Sunday,Morning,Summer,Cloudy,0.5579173291706849,5,0,6,-1
4453,Drug Offense,2024-03-30 06:04:00,28.83304470933045,77.07318653329449,Suburb A,Saturday,Morning,Spring,Snowy,0.5649774520384605,5,0,6,-1
4454,Burglary,2023-07-24 13:10:00,28.82166622599356,77.09446490688248,Park,Monday,Afternoon,Fall,Clear,0.5651620567800606,3,0,13,-1
4455,Vandalism,2023-09-22 18:41:00,28.84656927341588,77.42971729141678,Commercial Hub,Friday,Evening,Spring,Cloudy,0.8405885480352637,2,1,18,-1
4456,Vandalism,2022-07-29 04:29:00,28.523846930137864,77.12812746194453,Train Station,Friday,Night,Spring,Clear,0.686338047747919,3,0,4,-1
4457,Vandalism,2022-08-08 23:07:00,28.776820221215896,77.19009749898758,Train Station,Monday,Evening,Summer,Cloudy,0.866657330632953,1,1,23,33
4458,Fraud,2023-05-08 00:57:00,28.555994950688707,77.43563592547505,Suburb A,Monday,Night,Fall,Clear,0.7027357364434894,3,0,0,-1
4459,Theft,2024-08-01 05:17:00,28.666327427207364,77.33157391469992,Industrial Zone,Thursday,Night,Winter,Rainy,0.8138033606660318,5,1,5,-1
4460,Vandalism,2022-02-28 15:42:00,28.71943536602188,77.17085593967084,Suburb A,Monday,Afternoon,Fall,Clear,0.8849290028394468,3,1,15,-1
4461,Vandalism,2024-12-23 14:22:00,28.66109579389873,77.3418497728623,Train Station,Monday,Afternoon,Spring,Foggy,0.7741079553274604,3,1,14,-1
4462,Drug Offense,2023-06-28 03:59:00,28.7078446703212,77.0098416076907,Commercial Hub,Wednesday,Night,Summer,Rainy,0.769751795225003,2,1,3,-1
4463,Assault,2022-06-22 11:27:00,28.898610523519448,77.36782133000568,Downtown,Wednesday,Morning,Winter,Cloudy,0.5441171626428172,5,0,11,-1
4464,Assault,2023-03-11 04:25:00,28.55408692548514,77.24350802025812,Suburb A,Saturday,Night,Spring,Cloudy,0.7053908714547175,4,0,4,-1
4465,Burglary,2024-10-25 13:32:00,28.77018241813457,77.40659107364223,University Area,Friday,Afternoon,Summer,Snowy,0.7728885766124688,4,1,13,-1
4466,Burglary,2023-11-15 01:28:00,28.658400386554245,77.47731882600323,Industrial Zone,Wednesday,Night,Spring,Foggy,0.730990412833205,5,0,1,3
4467,Burglary,2023-07-13 11:06:00,28.55320391956293,77.46289427474728,Train Station,Thursday,Morning,Summer,Snowy,0.9503910000942128,4,1,11,-1
4468,Vandalism,2022-04-11 20:24:00,28.56349470534972,77.45463252172767,Suburb A,Monday,Evening,Fall,Rainy,0.9532653160597446,1,1,20,-1
4469,Assault,2024-05-15 06:18:00,28.879709242498244,77.25608497796695,Suburb A,Wednesday,Morning,Spring,Snowy,0.9109586902943808,4,1,6,4
4470,Burglary,2023-01-23 12:11:00,28.851840598684703,77.18007105706947,University Area,Monday,Afternoon,Fall,Rainy,0.68764903768656,1,0,12,-1
4471,Robbery,2023-07-20 16:38:00,28.862816784166007,77.23251766236534,Park,Thursday,Afternoon,Fall,Snowy,0.8586495758437671,5,1,16,-1
4472,Assault,2024-10-07 16:27:00,28.89661311033096,77.34494800165668,Downtown,Monday,Afternoon,Summer,Clear,0.697644230534805,4,0,16,-1
4473,Vandalism,2022-08-12 21:03:00,28.583326156003405,77.44199888843559,Commercial Hub,Friday,Evening,Winter,Rainy,0.6162967994878795,4,0,21,-1
4474,Drug Offense,2023-05-25 03:14:00,28.642175734945624,77.10349315150006,Downtown,Thursday,Night,Fall,Rainy,0.6714513217754408,1,0,3,-1
4475,Vandalism,2022-08-24 01:57:00,28.767687611969947,77.45909657923085,University Area,Wednesday,Night,Spring,Clear,0.5354823166427678,1,0,1,-1
4476,Burglary,2022-03-15 18:17:00,28.69352101594426,77.40759011598495,Train Station,Tuesday,Evening,Spring,Clear,0.6658887545023235,3,0,18,-1
4477,Vandalism,2023-05-04 02:34:00,28.66735581335133,77.48942800758911,University Area,Thursday,Night,Summer,Foggy,0.7303711086305857,2,0,2,-1
4478,Vandalism,2022-07-26 08:14:00,28.64312449973424,77.44012588664084,Mall,Tuesday,Morning,Fall,Clear,0.977740447390415,4,1,8,-1
4479,Robbery,2024-04-08 12:25:00,28.73751225277738,77.13996866484595,Suburb B,Monday,Afternoon,Winter,Snowy,0.6567052931098125,2,0,12,-1
4480,Assault,2022-07-27 07:46:00,28.73023737145603,77.05297795567202,Park,Wednesday,Morning,Winter,Clear,0.9512267696027604,2,1,7,-1
4481,Theft,2023-07-04 15:13:00,28.564583133625696,77.05612053599579,Suburb B,Tuesday,Afternoon,Spring,Clear,0.6144291379117486,4,0,15,7
4482,Robbery,2022-12-17 06:22:00,28.68869593500737,77.14561165928914,Train Station,Saturday,Morning,Summer,Rainy,0.5954844488796247,1,0,6,-1
4483,Fraud,2023-08-13 22:38:00,28.72138871048394,77.30709186199228,Commercial Hub,Sunday,Evening,Fall,Rainy,0.7594977282160824,3,1,22,-1
4484,Robbery,2023-08-13 23:00:00,28.72811477549256,77.40216016304859,Downtown,Sunday,Evening,Spring,Clear,0.836255684648703,5,1,23,-1
4485,Burglary,2022-07-13 05:32:00,28.58404287716494,77.44962515349079,Industrial Zone,Wednesday,Night,Summer,Foggy,0.5221661254011407,4,0,5,-1
4486,Homicide,2024-09-03 23:19:00,28.79690855690092,77.31187669218461,Mall,Tuesday,Evening,Winter,Rainy,0.6105329325236084,4,0,23,-1
4487,Theft,2023-05-04 05:20:00,28.510079637928428,77.00281565637403,Park,Thursday,Night,Spring,Snowy,0.7278418332506582,5,0,5,-1
4488,Drug Offense,2022-05-23 05:11:00,28.641932742217264,77.09315838825927,Suburb B,Monday,Night,Summer,Snowy,0.6655021679915907,2,0,5,-1
4489,Homicide,2023-11-12 14:09:00,28.81208505941425,77.04986310192669,Suburb A,Sunday,Afternoon,Winter,Clear,0.8563105396741609,3,1,14,-1
4490,Burglary,2022-01-27 21:30:00,28.72555716842216,77.18166223778451,Mall,Thursday,Evening,Summer,Clear,0.7555802980206584,2,1,21,-1
4491,Theft,2024-05-26 10:01:00,28.604464973004344,77.25067549681687,Downtown,Sunday,Morning,Spring,Foggy,0.5801795528019501,5,0,10,-1
4492,Vandalism,2022-12-30 08:56:00,28.77798124773722,77.02169858928929,Mall,Friday,Morning,Fall,Clear,0.9472326896575451,5,1,8,-1
4493,Burglary,2022-06-07 05:43:00,28.72695637766243,77.17423898789782,Train Station,Tuesday,Night,Summer,Cloudy,0.6464528377416798,3,0,5,-1
4494,Theft,2022-01-20 19:22:00,28.818497443782555,77.08958983731266,Suburb A,Thursday,Evening,Fall,Cloudy,0.8655655544822117,5,1,19,-1
4495,Fraud,2024-08-28 18:00:00,28.794010074475928,77.32353508312944,Commercial Hub,Wednesday,Evening,Spring,Clear,0.8899578895527049,5,1,18,-1
4496,Vandalism,2024-09-27 07:30:00,28.744043168814493,77.23213618466217,Suburb A,Friday,Morning,Winter,Cloudy,0.9815788501280512,3,1,7,-1
4497,Robbery,2022-08-13 01:52:00,28.695271070124324,77.24765882346695,Commercial Hub,Saturday,Night,Summer,Snowy,0.7492537332620507,4,0,1,-1
4498,Burglary,2022-02-05 18:43:00,28.55327285026701,77.21384589401673,Train Station,Saturday,Evening,Winter,Clear,0.8079177577322161,2,1,18,-1
4499,Drug Offense,2023-08-19 07:33:00,28.60453320715415,77.47800985524329,Commercial Hub,Saturday,Morning,Fall,Snowy,0.6674381467397669,4,0,7,-1
4500,Robbery,2024-10-27 05:48:00,28.667639789166834,77.10736756256078,Suburb A,Sunday,Night,Fall,Snowy,0.8390896467060333,4,1,5,-1
4501,Drug Offense,2022-10-28 03:06:00,28.73971971480256,77.25833212992194,Commercial Hub,Friday,Night,Winter,Cloudy,0.7316917429331599,2,0,3,-1
4502,Burglary,2023-09-16 23:21:00,28.70548314208612,77.36800868418267,University Area,Saturday,Evening,Spring,Foggy,0.7188261823622111,4,0,23,-1
4503,Theft,2024-07-15 15:47:00,28.61527381038381,77.27842220656729,Commercial Hub,Monday,Afternoon,Fall,Snowy,0.9277337645580528,3,1,15,-1
4504,Robbery,2023-12-20 17:16:00,28.502585743115883,77.4645104428584,Suburb A,Wednesday,Afternoon,Spring,Cloudy,0.5250844217493443,2,0,17,19
4505,Robbery,2024-09-23 08:23:00,28.698495688760325,77.18898417782064,University Area,Monday,Morning,Winter,Foggy,0.9409812139159344,1,1,8,-1
4506,Burglary,2024-07-28 00:52:00,28.614250395424897,77.23183790288658,University Area,Sunday,Night,Spring,Cloudy,0.9260349189142784,4,1,0,-1
4507,Homicide,2023-12-24 09:45:00,28.79384332028421,77.04426115760737,Suburb A,Sunday,Morning,Fall,Cloudy,0.7531831267808946,5,1,9,-1
4508,Vandalism,2023-11-15 16:49:00,28.509578506108195,77.30449955552596,Industrial Zone,Wednesday,Afternoon,Winter,Clear,0.7451014271028141,2,0,16,-1
4509,Assault,2024-09-18 03:17:00,28.733931124522314,77.14410598422405,Train Station,Wednesday,Night,Spring,Rainy,0.6809036840177451,1,0,3,-1
4510,Robbery,2024-11-29 23:40:00,28.876589695002423,77.08015451975778,Downtown,Friday,Evening,Spring,Foggy,0.9970868958408672,5,1,23,-1
4511,Drug Offense,2022-02-12 04:26:00,28.5697637068446,77.27226564645225,Downtown,Saturday,Night,Summer,Cloudy,0.5555846663769206,1,0,4,-1
4512,Robbery,2023-03-28 21:09:00,28.68865979630024,77.26615513168996,University Area,Tuesday,Evening,Fall,Snowy,0.7951076178143035,4,1,21,-1
4513,Robbery,2024-01-02 15:01:00,28.53656879672685,77.03793582061202,Train Station,Tuesday,Afternoon,Summer,Snowy,0.8408407950562085,5,1,15,-1
4514,Theft,2023-05-16 18:47:00,28.75027276490454,77.34910772674723,Commercial Hub,Tuesday,Evening,Spring,Rainy,0.9671650041084724,4,1,18,-1
4515,Fraud,2024-06-01 11:13:00,28.72021267223849,77.31188609532542,Park,Saturday,Morning,Fall,Foggy,0.8901017484283807,5,1,11,-1
4516,Robbery,2022-07-02 06:58:00,28.66294620968513,77.09450864137325,Industrial Zone,Saturday,Morning,Winter,Clear,0.8219236014057734,2,1,6,-1
4517,Burglary,2024-02-13 20:06:00,28.708550808589496,77.23471743107702,Suburb B,Tuesday,Evening,Winter,Foggy,0.5584061584060613,3,0,20,-1
4518,Vandalism,2023-07-15 20:43:00,28.8586298633876,77.36016145823928,Train Station,Saturday,Evening,Winter,Snowy,0.6868667584157337,3,0,20,-1
4519,Burglary,2024-07-09 16:11:00,28.578517720924427,77.26471787027064,Industrial Zone,Tuesday,Afternoon,Spring,Snowy,0.5694208212739926,1,0,16,-1
4520,Fraud,2023-06-28 21:22:00,28.50902580468214,77.19774453809178,Downtown,Wednesday,Evening,Spring,Clear,0.9406063662327568,5,1,21,-1
4521,Vandalism,2023-11-10 12:37:00,28.84466595387964,77.16116922904047,Park,Friday,Afternoon,Winter,Clear,0.8748105777818215,4,1,12,28
4522,Fraud,2024-05-04 08:19:00,28.73084683295516,77.30519693332202,Commercial Hub,Saturday,Morning,Summer,Snowy,0.8787683933986146,2,1,8,-1
4523,Vandalism,2023-01-26 01:37:00,28.856263382184736,77.46955434915512,Park,Thursday,Night,Summer,Cloudy,0.826128258886772,2,1,1,1
4524,Assault,2024-12-01 22:21:00,28.73877808936527,77.33587242023874,Park,Sunday,Evening,Fall,Cloudy,0.7535217684683548,2,1,22,-1
4525,Drug Offense,2022-09-09 13:50:00,28.82406443598388,77.03737295181816,Commercial Hub,Friday,Afternoon,Fall,Clear,0.5749855297317485,3,0,13,-1
4526,Vandalism,2024-07-20 18:50:00,28.67186934534206,77.23034248674107,Park,Saturday,Evening,Winter,Cloudy,0.6648474433525259,4,0,18,12
4527,Fraud,2023-12-12 09:07:00,28.799943972515308,77.44541206575532,Train Station,Tuesday,Morning,Spring,Clear,0.5684578962384452,2,0,9,-1
4528,Theft,2022-01-18 15:59:00,28.865216586755945,77.04723121290054,Suburb B,Tuesday,Afternoon,Spring,Foggy,0.8624565714261716,2,1,15,-1
4529,Robbery,2022-10-29 14:43:00,28.728849185488883,77.49443785606877,Industrial Zone,Saturday,Afternoon,Fall,Foggy,0.5801143880110025,1,0,14,-1
4530,Drug Offense,2022-11-04 16:18:00,28.57231406022495,77.47453469682272,Train Station,Friday,Afternoon,Winter,Foggy,0.8510567750858428,5,1,16,-1
4531,Robbery,2022-11-30 09:31:00,28.60751904601208,77.03913724036494,Industrial Zone,Wednesday,Morning,Fall,Clear,0.8461276947979524,5,1,9,25
4532,Homicide,2023-08-14 02:51:00,28.57945783075896,77.46670666022477,University Area,Monday,Night,Summer,Clear,0.7296522394956444,5,0,2,-1
4533,Assault,2023-08-27 00:29:00,28.59874281103829,77.18156629512973,Suburb A,Sunday,Night,Winter,Cloudy,0.5676143270590261,1,0,0,-1
4534,Burglary,2022-03-25 06:18:00,28.622566179740414,77.42235458353794,Suburb A,Friday,Morning,Winter,Cloudy,0.6574004130670184,3,0,6,-1
4535,Assault,2022-09-10 01:31:00,28.72205351470128,77.20919166885663,Suburb B,Saturday,Night,Winter,Cloudy,0.6600465545377757,1,0,1,-1
4536,Assault,2023-09-19 00:27:00,28.73519665178553,77.22042755635125,Train Station,Tuesday,Night,Summer,Rainy,0.8501925665716468,2,1,0,-1
4537,Burglary,2023-12-23 21:53:00,28.670599898896743,77.31712154548877,Suburb B,Saturday,Evening,Winter,Clear,0.5568715097068622,4,0,21,-1
4538,Vandalism,2022-01-02 01:16:00,28.746168311928333,77.387238709638,Suburb B,Sunday,Night,Fall,Foggy,0.9145343231080454,2,1,1,-1
4539,Robbery,2022-10-10 11:56:00,28.532629970244543,77.01689457547413,Industrial Zone,Monday,Morning,Summer,Foggy,0.880503645092957,2,1,11,-1
4540,Assault,2023-08-04 16:42:00,28.535115294823264,77.29657799776356,University Area,Friday,Afternoon,Spring,Rainy,0.593153459087137,4,0,16,-1
4541,Robbery,2022-11-14 02:45:00,28.568731784143065,77.09336649704869,Downtown,Monday,Night,Fall,Rainy,0.8595821908894448,5,1,2,32
4542,Drug Offense,2023-07-09 04:46:00,28.707230999216137,77.1729747589316,University Area,Sunday,Night,Fall,Foggy,0.8342565907339109,1,1,4,-1
4543,Robbery,2023-02-07 13:37:00,28.58559787147933,77.17398433307761,Park,Tuesday,Afternoon,Fall,Clear,0.8740604000554631,3,1,13,-1
4544,Assault,2022-06-15 09:14:00,28.61331376139703,77.23453017011057,Park,Wednesday,Morning,Summer,Foggy,0.5944642777243472,2,0,9,-1
4545,Theft,2022-03-07 15:59:00,28.6601251344692,77.1670682059381,University Area,Monday,Afternoon,Fall,Foggy,0.5787951610782343,2,0,15,-1
4546,Drug Offense,2023-12-28 07:51:00,28.824746449604152,77.05368055922533,University Area,Thursday,Morning,Summer,Rainy,0.6182419929613772,3,0,7,-1
4547,Theft,2024-03-02 13:25:00,28.505544854365144,77.07281436926273,Suburb B,Saturday,Afternoon,Winter,Rainy,0.6829358515744879,1,0,13,-1
4548,Drug Offense,2022-07-20 08:58:00,28.759751528094647,77.01671899278055,Suburb A,Wednesday,Morning,Spring,Cloudy,0.8968324905179006,2,1,8,-1
4549,Fraud,2023-09-11 19:19:00,28.767550612416272,77.23512454266438,Train Station,Monday,Evening,Winter,Rainy,0.868961968739425,3,1,19,-1
4550,Burglary,2022-12-21 18:27:00,28.81946231214265,77.4772238474265,Park,Wednesday,Evening,Fall,Foggy,0.9627257961392666,2,1,18,-1
4551,Drug Offense,2023-10-23 18:08:00,28.873101175624125,77.05783761182406,University Area,Monday,Evening,Summer,Cloudy,0.5293147795493077,5,0,18,-1
4552,Drug Offense,2023-02-13 08:08:00,28.50805513957972,77.47313224650154,Commercial Hub,Monday,Morning,Summer,Foggy,0.5057781405070928,5,0,8,19
4553,Vandalism,2024-05-02 17:12:00,28.561513482205285,77.36668075736604,Industrial Zone,Thursday,Afternoon,Winter,Clear,0.8495694148503996,2,1,17,-1
4554,Robbery,2023-09-09 09:05:00,28.8544685176224,77.31874940146709,Downtown,Saturday,Morning,Fall,Clear,0.6396437478970829,2,0,9,-1
4555,Vandalism,2023-09-01 18:59:00,28.683407424874805,77.32263887766179,Mall,Friday,Evening,Spring,Rainy,0.6670394477669088,5,0,18,-1
4556,Robbery,2024-08-02 17:11:00,28.725836255573384,77.41336382419814,Industrial Zone,Friday,Afternoon,Summer,Cloudy,0.7734010129572562,2,1,17,-1
4557,Fraud,2024-02-09 13:06:00,28.765210881489256,77.05345993218991,Suburb A,Friday,Afternoon,Summer,Snowy,0.5512065615633992,1,0,13,24
4558,Vandalism,2022-10-11 16:28:00,28.771626641798253,77.25237716178277,Industrial Zone,Tuesday,Afternoon,Fall,Clear,0.8213472082740249,1,1,16,5
4559,Homicide,2023-10-04 16:59:00,28.8726961613266,77.34854556913038,Commercial Hub,Wednesday,Afternoon,Summer,Clear,0.662573723115575,4,0,16,-1
4560,Robbery,2024-01-03 14:22:00,28.898779766964665,77.29341022253678,Suburb A,Wednesday,Afternoon,Fall,Clear,0.8163575621504958,1,1,14,-1
4561,Homicide,2024-05-25 14:26:00,28.78806298437237,77.41638953551164,Train Station,Saturday,Afternoon,Fall,Clear,0.9170034565366928,2,1,14,-1
4562,Vandalism,2024-04-20 14:01:00,28.61488848368206,77.03613585450567,Suburb B,Saturday,Afternoon,Spring,Rainy,0.5855556666687148,2,0,14,25
4563,Homicide,2022-02-24 13:05:00,28.85190096091773,77.34535051974959,Park,Thursday,Afternoon,Fall,Cloudy,0.96543654645726,3,1,13,-1
4564,Robbery,2022-10-15 19:58:00,28.519688365816304,77.26701386519235,Industrial Zone,Saturday,Evening,Winter,Clear,0.7653440705312219,1,1,19,-1
4565,Theft,2023-09-12 07:37:00,28.5924323411498,77.18958043198997,Commercial Hub,Tuesday,Morning,Spring,Rainy,0.961463882586984,5,1,7,-1
4566,Homicide,2024-11-14 11:08:00,28.858954286985483,77.17013749111702,Suburb B,Thursday,Morning,Fall,Cloudy,0.603865041100889,5,0,11,-1
4567,Vandalism,2023-08-24 01:48:00,28.602476605775745,77.31041631638709,Commercial Hub,Thursday,Night,Fall,Cloudy,0.8022813323021187,4,1,1,-1
4568,Vandalism,2024-03-15 04:25:00,28.5882604238487,77.44549768732213,Mall,Friday,Night,Spring,Snowy,0.7019435586618024,3,0,4,-1
4569,Homicide,2022-01-13 14:51:00,28.555250117256097,77.24808796305055,Suburb A,Thursday,Afternoon,Summer,Foggy,0.8871110955780066,5,1,14,-1
4570,Robbery,2024-11-26 14:53:00,28.843644703058764,77.41236158203846,Train Station,Tuesday,Afternoon,Spring,Clear,0.8029544716066481,4,1,14,-1
4571,Fraud,2022-04-22 02:03:00,28.700023303676435,77.20107819092199,Park,Friday,Night,Summer,Rainy,0.7472577284791593,1,0,2,6
4572,Fraud,2023-07-08 20:06:00,28.76995728122166,77.05119723139659,Suburb B,Saturday,Evening,Spring,Cloudy,0.9564927032155044,3,1,20,24
4573,Robbery,2023-11-14 19:06:00,28.59562655363001,77.03075286822931,Industrial Zone,Tuesday,Evening,Spring,Snowy,0.6885585320858401,3,0,19,-1
4574,Assault,2023-08-19 18:30:00,28.80321616840449,77.02566718566185,Suburb A,Saturday,Evening,Winter,Foggy,0.6099901024490908,2,0,18,21
4575,Vandalism,2023-11-10 01:07:00,28.80400221798484,77.19007507097884,Mall,Friday,Night,Spring,Cloudy,0.8040505934260458,1,1,1,20
